customer_id,trans_date,tran_amount,response,month,month_name,month_year,cohort,tx_month,cohort_index
CS8620,2012-05-07,20,0,5,May,2012-05,2011-05,2012-05,12
CS8165,2014-07-21,14,0,7,July,2014-07,2011-05,2014-07,38
CS7187,2012-07-27,54,0,7,July,2012-07,2011-05,2012-07,14
CS8284,2013-05-20,73,0,5,May,2013-05,2011-09,2013-05,20
CS8257,2011-05-29,71,0,5,May,2011-05,2011-05,2011-05,0
CS8004,2011-06-06,61,0,6,June,2011-06,2011-06,2011-06,0
CS8213,2013-02-09,18,0,2,February,2013-02,2011-09,2013-02,17
CS7187,2013-02-26,45,0,2,February,2013-02,2011-05,2013-02,21
CS8423,2013-02-02,62,0,2,February,2013-02,2011-05,2013-02,21
CS7288,2011-07-01,60,0,7,July,2011-07,2011-06,2011-07,1
CS8914,2013-06-30,42,0,6,June,2013-06,2011-10,2013-06,20
CS7335,2014-03-13,75,0,3,March,2014-03,2011-11,2014-03,28
CS8599,2012-12-28,34,0,12,December,2012-12,2011-08,2012-12,16
CS7274,2015-02-19,72,0,2,February,2015-02,2011-06,2015-02,44
CS7237,2013-12-25,46,0,12,December,2013-12,2011-06,2013-12,30
CS7394,2013-01-25,49,0,1,January,2013-01,2011-06,2013-01,19
CS8330,2012-03-10,49,0,3,March,2012-03,2011-12,2012-03,3
CS7669,2013-08-26,78,0,8,August,2013-08,2012-10,2013-08,10
CS7946,2013-11-05,45,0,11,November,2013-11,2011-10,2013-11,25
CS7489,2014-05-24,11,0,5,May,2014-05,2012-01,2014-05,28
CS8038,2013-11-15,28,0,11,November,2013-11,2011-08,2013-11,27
CS7921,2013-04-17,21,0,4,April,2013-04,2011-07,2013-04,21
CS7165,2011-12-08,19,0,12,December,2011-12,2011-12,2011-12,0
CS7920,2012-11-22,45,0,11,November,2012-11,2011-09,2012-11,14
CS8838,2014-05-15,73,0,5,May,2014-05,2011-05,2014-05,36
CS8300,2012-04-17,32,0,4,April,2012-04,2011-10,2012-04,6
CS7958,2013-01-26,39,0,1,January,2013-01,2011-10,2013-01,15
CS7630,2012-03-10,59,0,3,March,2012-03,2011-06,2012-03,9
CS7610,2011-05-18,21,0,5,May,2011-05,2011-05,2011-05,0
CS8121,2013-07-16,33,0,7,July,2013-07,2011-06,2013-07,25
CS8486,2012-02-26,73,0,2,February,2012-02,2011-07,2012-02,7
CS8920,2015-02-20,72,0,2,February,2015-02,2011-07,2015-02,43
CS7857,2013-02-16,17,0,2,February,2013-02,2011-08,2013-02,18
CS7370,2014-07-19,24,1,7,July,2014-07,2011-10,2014-07,33
CS7175,2014-01-09,22,0,1,January,2014-01,2011-05,2014-01,32
CS7343,2012-11-16,60,0,11,November,2012-11,2011-11,2012-11,12
CS8122,2011-10-28,41,0,10,October,2011-10,2011-10,2011-10,0
CS8253,2014-05-02,42,0,5,May,2014-05,2011-11,2014-05,30
CS8455,2012-03-29,35,0,3,March,2012-03,2011-11,2012-03,4
CS8285,2012-12-08,41,0,12,December,2012-12,2011-09,2012-12,15
CS7316,2011-10-23,39,0,10,October,2011-10,2011-05,2011-10,5
CS8353,2013-12-26,73,0,12,December,2013-12,2011-07,2013-12,29
CS8503,2012-03-02,47,0,3,March,2012-03,2011-11,2012-03,4
CS7891,2013-11-27,23,0,11,November,2013-11,2011-05,2013-11,30
CS8456,2011-09-01,53,0,9,September,2011-09,2011-09,2011-09,0
CS7552,2012-02-26,41,0,2,February,2012-02,2011-12,2012-02,2
CS7271,2012-09-10,27,0,9,September,2012-09,2011-07,2012-09,14
CS8613,2014-10-27,72,0,10,October,2014-10,2011-07,2014-10,39
CS8556,2011-09-01,44,0,9,September,2011-09,2011-08,2011-09,1
CS8909,2012-09-02,10,0,9,September,2012-09,2011-10,2012-09,11
CS8741,2011-07-25,43,0,7,July,2011-07,2011-07,2011-07,0
CS8411,2014-07-03,73,0,7,July,2014-07,2012-04,2014-07,27
CS7541,2013-10-31,27,1,10,October,2013-10,2011-11,2013-10,23
CS8978,2011-12-09,12,0,12,December,2011-12,2011-08,2011-12,4
CS8125,2013-04-10,27,0,4,April,2013-04,2012-03,2013-04,13
CS8027,2013-03-03,50,0,3,March,2013-03,2011-08,2013-03,19
CS7922,2013-03-16,79,0,3,March,2013-03,2012-06,2013-03,9
CS8155,2014-04-04,43,0,4,April,2014-04,2011-06,2014-04,34
CS7703,2012-07-30,23,0,7,July,2012-07,2012-05,2012-07,2
CS7531,2012-10-19,23,0,10,October,2012-10,2011-09,2012-10,13
CS7203,2011-06-15,48,0,6,June,2011-06,2011-06,2011-06,0
CS7826,2012-07-26,37,0,7,July,2012-07,2011-10,2012-07,9
CS8091,2012-06-08,25,0,6,June,2012-06,2011-07,2012-06,11
CS8591,2014-01-08,48,1,1,January,2014-01,2011-10,2014-01,27
CS7314,2012-08-12,63,0,8,August,2012-08,2011-11,2012-08,9
CS8444,2013-08-31,70,0,8,August,2013-08,2011-12,2013-08,20
CS7965,2013-04-30,75,0,4,April,2013-04,2011-06,2013-04,22
CS8490,2012-04-10,57,0,4,April,2012-04,2011-06,2012-04,10
CS7142,2014-03-30,57,1,3,March,2014-03,2011-06,2014-03,33
CS8894,2015-02-27,44,0,2,February,2015-02,2011-05,2015-02,45
CS7184,2012-09-24,54,0,9,September,2012-09,2011-06,2012-09,15
CS8953,2014-06-22,55,0,6,June,2014-06,2011-08,2014-06,34
CS8453,2014-08-28,20,0,8,August,2014-08,2011-06,2014-08,38
CS7873,2013-12-07,29,0,12,December,2013-12,2011-07,2013-12,29
CS8026,2012-12-20,39,0,12,December,2012-12,2011-06,2012-12,18
CS7123,2014-06-16,23,0,6,June,2014-06,2011-05,2014-06,37
CS8415,2011-07-11,38,0,7,July,2011-07,2011-07,2011-07,0
CS8652,2014-03-02,27,0,3,March,2014-03,2012-02,2014-03,25
CS7945,2012-06-01,75,0,6,June,2012-06,2011-11,2012-06,7
CS7805,2014-11-02,34,0,11,November,2014-11,2011-07,2014-11,40
CS7309,2014-01-04,72,0,1,January,2014-01,2011-06,2014-01,31
CS8505,2013-12-29,26,0,12,December,2013-12,2011-11,2013-12,25
CS8793,2012-11-28,64,0,11,November,2012-11,2011-06,2012-11,17
CS8135,2012-11-16,38,0,11,November,2012-11,2011-08,2012-11,15
CS8853,2014-09-12,79,0,9,September,2014-09,2011-07,2014-09,38
CS7206,2014-02-07,66,0,2,February,2014-02,2011-11,2014-02,27
CS8792,2014-03-31,49,0,3,March,2014-03,2011-06,2014-03,33
CS7664,2012-12-21,43,0,12,December,2012-12,2011-08,2012-12,16
CS8766,2012-11-03,15,0,11,November,2012-11,2011-07,2012-11,16
CS7970,2011-08-08,51,0,8,August,2011-08,2011-08,2011-08,0
CS7820,2012-02-06,26,0,2,February,2012-02,2011-06,2012-02,8
CS7878,2013-01-20,61,0,1,January,2013-01,2011-07,2013-01,18
CS8466,2012-08-31,40,0,8,August,2012-08,2012-01,2012-08,7
CS7782,2014-10-30,29,0,10,October,2014-10,2011-06,2014-10,40
CS8790,2011-08-26,56,0,8,August,2011-08,2011-05,2011-08,3
CS8833,2013-05-29,52,0,5,May,2013-05,2011-08,2013-05,21
CS8064,2014-11-05,52,0,11,November,2014-11,2011-07,2014-11,40
CS7322,2012-08-12,78,0,8,August,2012-08,2011-08,2012-08,12
CS7519,2012-07-27,73,0,7,July,2012-07,2011-11,2012-07,8
CS8551,2012-08-25,16,0,8,August,2012-08,2011-06,2012-08,14
CS7181,2012-10-28,48,0,10,October,2012-10,2011-08,2012-10,14
CS7628,2014-01-15,41,0,1,January,2014-01,2011-06,2014-01,31
CS7779,2013-07-19,63,0,7,July,2013-07,2011-06,2013-07,25
CS8193,2011-09-22,66,0,9,September,2011-09,2011-09,2011-09,0
CS7332,2013-12-25,63,0,12,December,2013-12,2011-06,2013-12,30
CS8319,2014-10-25,48,0,10,October,2014-10,2011-12,2014-10,34
CS8899,2014-06-16,41,0,6,June,2014-06,2011-06,2014-06,36
CS8121,2014-12-27,66,0,12,December,2014-12,2011-06,2014-12,42
CS7202,2013-08-25,12,0,8,August,2013-08,2011-11,2013-08,21
CS7252,2012-11-07,74,0,11,November,2012-11,2011-08,2012-11,15
CS8113,2013-07-29,21,0,7,July,2013-07,2011-06,2013-07,25
CS8646,2014-12-29,40,0,12,December,2014-12,2011-06,2014-12,42
CS8505,2012-02-22,31,0,2,February,2012-02,2011-11,2012-02,3
CS7833,2015-01-08,53,0,1,January,2015-01,2011-06,2015-01,43
CS8468,2011-08-16,22,0,8,August,2011-08,2011-08,2011-08,0
CS7128,2014-03-23,32,0,3,March,2014-03,2011-05,2014-03,34
CS8845,2014-02-05,46,1,2,February,2014-02,2011-11,2014-02,27
CS7545,2013-07-05,26,0,7,July,2013-07,2011-07,2013-07,24
CS8426,2011-12-18,15,0,12,December,2011-12,2011-10,2011-12,2
CS8292,2012-08-25,54,1,8,August,2012-08,2011-10,2012-08,10
CS7441,2014-07-04,22,0,7,July,2014-07,2011-09,2014-07,34
CS8276,2013-10-27,58,0,10,October,2013-10,2011-12,2013-10,22
CS8435,2012-05-13,16,0,5,May,2012-05,2011-08,2012-05,9
CS7223,2012-05-07,73,0,5,May,2012-05,2011-06,2012-05,11
CS7726,2014-07-23,26,0,7,July,2014-07,2011-06,2014-07,37
CS8914,2011-10-19,58,0,10,October,2011-10,2011-10,2011-10,0
CS7399,2012-03-23,17,0,3,March,2012-03,2011-11,2012-03,4
CS8834,2012-02-26,16,0,2,February,2012-02,2011-05,2012-02,9
CS7350,2013-01-28,32,0,1,January,2013-01,2011-07,2013-01,18
CS8284,2013-05-21,67,0,5,May,2013-05,2011-09,2013-05,20
CS7247,2013-02-24,46,0,2,February,2013-02,2011-06,2013-02,20
CS8329,2013-04-09,40,0,4,April,2013-04,2011-08,2013-04,20
CS7630,2012-03-16,32,0,3,March,2012-03,2011-06,2012-03,9
CS8082,2011-11-20,60,0,11,November,2011-11,2011-11,2011-11,0
CS8935,2013-01-22,73,0,1,January,2013-01,2011-05,2013-01,20
CS7569,2012-08-14,49,0,8,August,2012-08,2011-09,2012-08,11
CS7612,2013-01-20,60,0,1,January,2013-01,2011-05,2013-01,20
CS8613,2012-09-22,77,0,9,September,2012-09,2011-07,2012-09,14
CS8394,2014-10-08,69,0,10,October,2014-10,2011-06,2014-10,40
CS8600,2015-02-23,50,0,2,February,2015-02,2011-09,2015-02,41
CS8441,2015-02-18,28,0,2,February,2015-02,2011-06,2015-02,44
CS8924,2011-06-05,22,0,6,June,2011-06,2011-06,2011-06,0
CS8711,2012-04-20,61,1,4,April,2012-04,2011-05,2012-04,11
CS7909,2012-06-27,26,0,6,June,2012-06,2012-06,2012-06,0
CS7780,2012-02-07,57,0,2,February,2012-02,2011-06,2012-02,8
CS7293,2014-06-19,35,0,6,June,2014-06,2011-05,2014-06,37
CS8185,2012-12-14,28,0,12,December,2012-12,2011-08,2012-12,16
CS7677,2011-11-02,41,0,11,November,2011-11,2011-08,2011-11,3
CS8588,2013-01-22,79,0,1,January,2013-01,2012-01,2013-01,12
CS8113,2015-03-10,37,0,3,March,2015-03,2011-06,2015-03,45
CS7946,2011-12-18,50,0,12,December,2011-12,2011-10,2011-12,2
CS7360,2013-08-03,17,0,8,August,2013-08,2011-09,2013-08,23
CS8341,2012-10-16,39,0,10,October,2012-10,2011-06,2012-10,16
CS7442,2013-11-05,72,0,11,November,2013-11,2011-05,2013-11,30
CS8803,2014-08-21,69,0,8,August,2014-08,2011-07,2014-08,37
CS8740,2012-12-08,79,0,12,December,2012-12,2011-10,2012-12,14
CS8252,2013-03-01,17,0,3,March,2013-03,2011-06,2013-03,21
CS7558,2013-11-16,44,0,11,November,2013-11,2011-08,2013-11,27
CS8106,2013-01-24,54,0,1,January,2013-01,2011-11,2013-01,14
CS8507,2011-12-05,69,0,12,December,2011-12,2011-12,2011-12,0
CS8953,2014-12-08,43,0,12,December,2014-12,2011-08,2014-12,40
CS7947,2011-05-28,65,0,5,May,2011-05,2011-05,2011-05,0
CS8703,2014-08-27,72,0,8,August,2014-08,2011-06,2014-08,38
CS7169,2014-08-05,75,0,8,August,2014-08,2011-10,2014-08,34
CS7221,2011-06-07,51,0,6,June,2011-06,2011-06,2011-06,0
CS7435,2015-01-29,72,0,1,January,2015-01,2011-05,2015-01,44
CS8602,2012-04-30,17,0,4,April,2012-04,2011-05,2012-04,11
CS8656,2013-09-24,68,0,9,September,2013-09,2011-07,2013-09,26
CS8395,2011-07-07,76,0,7,July,2011-07,2011-07,2011-07,0
CS8484,2012-03-07,36,0,3,March,2012-03,2012-03,2012-03,0
CS7865,2012-04-02,56,0,4,April,2012-04,2011-07,2012-04,9
CS7948,2012-05-26,36,0,5,May,2012-05,2011-05,2012-05,12
CS8191,2011-08-22,26,0,8,August,2011-08,2011-08,2011-08,0
CS7408,2011-09-17,18,0,9,September,2011-09,2011-09,2011-09,0
CS8325,2013-11-20,60,0,11,November,2013-11,2011-10,2013-11,25
CS7173,2013-05-25,26,0,5,May,2013-05,2012-08,2013-05,9
CS7550,2014-11-06,41,0,11,November,2014-11,2011-07,2014-11,40
CS8865,2011-08-07,51,0,8,August,2011-08,2011-07,2011-08,1
CS7393,2011-06-14,37,0,6,June,2011-06,2011-06,2011-06,0
CS7998,2014-01-03,10,0,1,January,2014-01,2011-06,2014-01,31
CS8630,2014-09-10,10,0,9,September,2014-09,2011-08,2014-09,37
CS8539,2012-01-14,22,0,1,January,2012-01,2011-07,2012-01,6
CS8239,2014-01-29,22,0,1,January,2014-01,2011-11,2014-01,26
CS7871,2014-03-04,77,0,3,March,2014-03,2011-06,2014-03,33
CS8202,2014-11-05,29,0,11,November,2014-11,2011-06,2014-11,41
CS7344,2014-11-18,76,0,11,November,2014-11,2012-03,2014-11,32
CS8817,2012-05-05,16,0,5,May,2012-05,2011-08,2012-05,9
CS7428,2013-06-08,10,0,6,June,2013-06,2011-06,2013-06,24
CS8370,2015-03-06,56,0,3,March,2015-03,2011-08,2015-03,43
CS7667,2011-08-15,41,0,8,August,2011-08,2011-08,2011-08,0
CS8494,2014-01-15,16,0,1,January,2014-01,2011-07,2014-01,30
CS7829,2013-05-24,37,0,5,May,2013-05,2011-08,2013-05,21
CS7827,2013-03-04,17,0,3,March,2013-03,2011-07,2013-03,20
CS7236,2015-02-02,19,0,2,February,2015-02,2011-05,2015-02,45
CS8850,2012-08-06,10,0,8,August,2012-08,2011-08,2012-08,12
CS8672,2012-11-30,65,0,11,November,2012-11,2011-08,2012-11,15
CS8786,2014-08-02,10,0,8,August,2014-08,2011-07,2014-08,37
CS8258,2013-12-06,29,0,12,December,2013-12,2011-09,2013-12,27
CS8127,2013-06-19,41,0,6,June,2013-06,2011-05,2013-06,25
CS8594,2013-07-14,52,0,7,July,2013-07,2011-05,2013-07,26
CS8944,2011-09-17,43,0,9,September,2011-09,2011-08,2011-09,1
CS8550,2014-08-03,54,0,8,August,2014-08,2011-12,2014-08,32
CS8999,2012-01-06,25,0,1,January,2012-01,2011-07,2012-01,6
CS8317,2015-03-04,21,0,3,March,2015-03,2011-08,2015-03,43
CS7728,2014-07-13,24,0,7,July,2014-07,2011-06,2014-07,37
CS8492,2013-05-03,27,0,5,May,2013-05,2011-08,2013-05,21
CS7403,2013-08-22,13,0,8,August,2013-08,2011-11,2013-08,21
CS7337,2015-02-08,24,0,2,February,2015-02,2011-07,2015-02,43
CS8731,2011-08-11,75,0,8,August,2011-08,2011-08,2011-08,0
CS8168,2012-04-07,22,0,4,April,2012-04,2011-08,2012-04,8
CS7808,2012-05-20,76,0,5,May,2012-05,2011-08,2012-05,9
CS8106,2011-11-22,51,0,11,November,2011-11,2011-11,2011-11,0
CS8339,2013-04-27,67,0,4,April,2013-04,2011-12,2013-04,16
CS7293,2014-08-08,77,0,8,August,2014-08,2011-05,2014-08,39
CS7555,2014-06-22,53,0,6,June,2014-06,2011-06,2014-06,36
CS8056,2011-09-11,65,0,9,September,2011-09,2011-09,2011-09,0
CS7796,2014-08-07,41,0,8,August,2014-08,2011-07,2014-08,37
CS7283,2015-01-08,12,0,1,January,2015-01,2011-07,2015-01,42
CS8394,2014-05-08,18,0,5,May,2014-05,2011-06,2014-05,35
CS8632,2013-12-03,55,0,12,December,2013-12,2011-08,2013-12,28
CS7815,2011-05-26,38,0,5,May,2011-05,2011-05,2011-05,0
CS7713,2014-08-23,13,0,8,August,2014-08,2011-05,2014-08,39
CS8560,2011-05-23,67,0,5,May,2011-05,2011-05,2011-05,0
CS8455,2015-01-03,36,0,1,January,2015-01,2011-11,2015-01,38
CS7801,2011-09-27,11,0,9,September,2011-09,2011-09,2011-09,0
CS8400,2011-07-20,75,0,7,July,2011-07,2011-07,2011-07,0
CS8794,2013-05-18,55,0,5,May,2013-05,2012-05,2013-05,12
CS8506,2014-12-18,54,0,12,December,2014-12,2011-10,2014-12,38
CS8847,2013-11-21,24,0,11,November,2013-11,2011-06,2013-11,29
CS7766,2013-04-30,64,0,4,April,2013-04,2011-05,2013-04,23
CS7731,2012-06-06,57,0,6,June,2012-06,2011-08,2012-06,10
CS8043,2011-06-19,27,0,6,June,2011-06,2011-06,2011-06,0
CS8597,2012-12-22,76,0,12,December,2012-12,2011-08,2012-12,16
CS7743,2011-06-10,10,0,6,June,2011-06,2011-06,2011-06,0
CS8415,2013-12-29,41,0,12,December,2013-12,2011-07,2013-12,29
CS8031,2015-02-07,19,0,2,February,2015-02,2011-07,2015-02,43
CS7135,2012-08-28,33,0,8,August,2012-08,2011-10,2012-08,10
CS8678,2011-07-12,49,0,7,July,2011-07,2011-06,2011-07,1
CS7956,2011-06-08,10,0,6,June,2011-06,2011-06,2011-06,0
CS8701,2011-11-07,21,0,11,November,2011-11,2011-11,2011-11,0
CS7509,2014-10-21,34,1,10,October,2014-10,2011-06,2014-10,40
CS8870,2011-06-15,50,0,6,June,2011-06,2011-06,2011-06,0
CS7467,2013-07-25,67,0,7,July,2013-07,2011-06,2013-07,25
CS7611,2012-03-08,59,0,3,March,2012-03,2011-06,2012-03,9
CS7661,2011-06-16,74,0,6,June,2011-06,2011-06,2011-06,0
CS8307,2011-10-01,21,0,10,October,2011-10,2011-05,2011-10,5
CS8063,2013-07-24,55,0,7,July,2013-07,2011-05,2013-07,26
CS8223,2014-04-14,67,0,4,April,2014-04,2011-06,2014-04,34
CS8946,2013-05-28,27,0,5,May,2013-05,2012-02,2013-05,15
CS8563,2013-12-21,45,0,12,December,2013-12,2011-05,2013-12,31
CS8717,2011-10-23,47,0,10,October,2011-10,2011-06,2011-10,4
CS8362,2012-09-13,58,0,9,September,2012-09,2011-07,2012-09,14
CS8490,2013-05-08,53,0,5,May,2013-05,2011-06,2013-05,23
CS7450,2014-02-28,63,0,2,February,2014-02,2011-05,2014-02,33
CS8139,2014-04-24,23,0,4,April,2014-04,2011-06,2014-04,34
CS7676,2013-03-21,15,0,3,March,2013-03,2011-09,2013-03,18
CS8546,2014-09-25,21,0,9,September,2014-09,2012-05,2014-09,28
CS8704,2014-10-24,77,0,10,October,2014-10,2011-08,2014-10,38
CS7811,2014-10-16,63,0,10,October,2014-10,2011-09,2014-10,37
CS8592,2014-05-21,15,0,5,May,2014-05,2011-06,2014-05,35
CS7649,2013-06-25,68,0,6,June,2013-06,2011-05,2013-06,25
CS7989,2014-03-25,18,0,3,March,2014-03,2011-05,2014-03,34
CS7653,2011-05-28,71,0,5,May,2011-05,2011-05,2011-05,0
CS7935,2013-04-19,12,0,4,April,2013-04,2011-06,2013-04,22
CS7369,2013-08-05,37,0,8,August,2013-08,2011-07,2013-08,25
CS8609,2012-08-12,13,0,8,August,2012-08,2012-01,2012-08,7
CS8659,2014-06-23,50,0,6,June,2014-06,2011-11,2014-06,31
CS8468,2014-12-03,65,0,12,December,2014-12,2011-08,2014-12,40
CS8025,2011-08-12,25,0,8,August,2011-08,2011-08,2011-08,0
CS7437,2012-05-14,60,0,5,May,2012-05,2011-10,2012-05,7
CS7838,2014-02-04,48,0,2,February,2014-02,2011-06,2014-02,32
CS8487,2014-11-14,17,0,11,November,2014-11,2011-08,2014-11,39
CS8435,2012-11-18,65,0,11,November,2012-11,2011-08,2012-11,15
CS8589,2014-12-28,48,0,12,December,2014-12,2012-04,2014-12,32
CS7387,2012-12-14,34,0,12,December,2012-12,2011-05,2012-12,19
CS7362,2014-10-24,65,0,10,October,2014-10,2011-09,2014-10,37
CS8103,2015-02-09,22,0,2,February,2015-02,2011-06,2015-02,44
CS7862,2012-08-21,39,0,8,August,2012-08,2011-07,2012-08,13
CS7775,2014-02-24,60,0,2,February,2014-02,2012-04,2014-02,22
CS7983,2013-02-23,44,0,2,February,2013-02,2012-06,2013-02,8
CS7237,2014-08-08,33,0,8,August,2014-08,2011-06,2014-08,38
CS7947,2013-11-10,73,0,11,November,2013-11,2011-05,2013-11,30
CS8262,2012-04-18,44,0,4,April,2012-04,2012-02,2012-04,2
CS7497,2014-09-15,75,0,9,September,2014-09,2011-09,2014-09,36
CS8670,2012-03-18,13,0,3,March,2012-03,2011-10,2012-03,5
CS8183,2013-11-14,28,0,11,November,2013-11,2012-02,2013-11,21
CS7485,2012-05-28,35,0,5,May,2012-05,2011-06,2012-05,11
CS7676,2014-09-26,39,0,9,September,2014-09,2011-09,2014-09,36
CS7573,2015-01-01,45,0,1,January,2015-01,2011-07,2015-01,42
CS7369,2013-02-09,46,0,2,February,2013-02,2011-07,2013-02,19
CS7523,2012-03-14,60,0,3,March,2012-03,2011-06,2012-03,9
CS7120,2013-04-24,50,0,4,April,2013-04,2011-06,2013-04,22
CS8727,2012-10-26,40,0,10,October,2012-10,2011-06,2012-10,16
CS8875,2012-02-16,15,0,2,February,2012-02,2012-02,2012-02,0
CS8316,2014-03-28,65,1,3,March,2014-03,2011-09,2014-03,30
CS8877,2013-12-26,12,0,12,December,2013-12,2011-06,2013-12,30
CS8399,2014-06-22,26,0,6,June,2014-06,2011-06,2014-06,36
CS8957,2013-05-26,75,0,5,May,2013-05,2011-11,2013-05,18
CS8782,2014-05-04,71,0,5,May,2014-05,2011-10,2014-05,31
CS8422,2012-11-11,35,0,11,November,2012-11,2011-05,2012-11,18
CS8841,2014-08-10,74,0,8,August,2014-08,2011-06,2014-08,38
CS7846,2014-04-30,38,1,4,April,2014-04,2011-07,2014-04,33
CS8569,2011-11-22,15,0,11,November,2011-11,2011-06,2011-11,5
CS8391,2013-09-23,34,0,9,September,2013-09,2012-01,2013-09,20
CS8426,2012-10-18,65,0,10,October,2012-10,2011-10,2012-10,12
CS8005,2011-11-18,54,0,11,November,2011-11,2011-08,2011-11,3
CS8541,2013-09-27,65,1,9,September,2013-09,2011-06,2013-09,27
CS7565,2014-06-01,58,0,6,June,2014-06,2011-05,2014-06,37
CS7384,2014-10-20,54,0,10,October,2014-10,2012-03,2014-10,31
CS8816,2012-08-16,60,0,8,August,2012-08,2011-08,2012-08,12
CS7171,2015-03-15,16,0,3,March,2015-03,2011-07,2015-03,44
CS7397,2013-02-21,36,0,2,February,2013-02,2011-06,2013-02,20
CS7752,2012-01-28,44,0,1,January,2012-01,2011-08,2012-01,5
CS8287,2014-01-01,33,0,1,January,2014-01,2011-12,2014-01,25
CS7227,2014-12-08,75,1,12,December,2014-12,2011-10,2014-12,38
CS8880,2014-06-06,67,0,6,June,2014-06,2011-06,2014-06,36
CS7412,2014-08-07,36,0,8,August,2014-08,2012-08,2014-08,24
CS8445,2014-08-23,67,0,8,August,2014-08,2011-10,2014-08,34
CS8042,2014-04-05,75,0,4,April,2014-04,2011-08,2014-04,32
CS8918,2011-08-04,36,0,8,August,2011-08,2011-06,2011-08,2
CS7294,2015-02-10,26,0,2,February,2015-02,2011-06,2015-02,44
CS7769,2013-04-06,67,0,4,April,2013-04,2011-07,2013-04,21
CS8747,2014-04-24,48,0,4,April,2014-04,2011-06,2014-04,34
CS7917,2011-07-02,11,0,7,July,2011-07,2011-05,2011-07,2
CS8719,2014-05-24,79,0,5,May,2014-05,2011-06,2014-05,35
CS8985,2014-08-02,46,0,8,August,2014-08,2011-07,2014-08,37
CS7992,2011-09-08,19,0,9,September,2011-09,2011-09,2011-09,0
CS8735,2013-05-27,69,0,5,May,2013-05,2011-10,2013-05,19
CS7635,2013-11-07,50,0,11,November,2013-11,2011-11,2013-11,24
CS7783,2012-08-02,73,0,8,August,2012-08,2011-06,2012-08,14
CS8538,2012-09-02,58,0,9,September,2012-09,2011-06,2012-09,15
CS7804,2011-12-23,65,0,12,December,2011-12,2011-06,2011-12,6
CS8569,2014-12-10,60,0,12,December,2014-12,2011-06,2014-12,42
CS7789,2012-07-19,66,0,7,July,2012-07,2011-08,2012-07,11
CS7574,2012-08-07,67,0,8,August,2012-08,2011-07,2012-08,13
CS7792,2013-03-21,29,0,3,March,2013-03,2012-03,2013-03,12
CS8296,2012-09-05,48,0,9,September,2012-09,2011-10,2012-09,11
CS7905,2011-06-12,71,0,6,June,2011-06,2011-06,2011-06,0
CS8156,2014-03-26,67,0,3,March,2014-03,2011-06,2014-03,33
CS7157,2015-02-23,28,0,2,February,2015-02,2012-01,2015-02,37
CS8098,2011-10-02,73,0,10,October,2011-10,2011-08,2011-10,2
CS7510,2013-08-28,38,0,8,August,2013-08,2011-06,2013-08,26
CS7269,2012-07-19,29,0,7,July,2012-07,2011-07,2012-07,12
CS7460,2014-04-19,59,0,4,April,2014-04,2011-11,2014-04,29
CS7159,2012-09-29,35,0,9,September,2012-09,2011-06,2012-09,15
CS8339,2012-03-11,32,0,3,March,2012-03,2011-12,2012-03,3
CS7420,2013-08-04,26,0,8,August,2013-08,2011-06,2013-08,26
CS8693,2014-01-23,25,0,1,January,2014-01,2011-08,2014-01,29
CS8483,2014-04-19,37,0,4,April,2014-04,2011-12,2014-04,28
CS7807,2014-10-21,39,0,10,October,2014-10,2011-11,2014-10,35
CS8985,2013-04-01,18,0,4,April,2013-04,2011-07,2013-04,21
CS7855,2012-10-05,11,0,10,October,2012-10,2011-06,2012-10,16
CS8124,2011-08-01,40,0,8,August,2011-08,2011-08,2011-08,0
CS8584,2014-02-01,71,0,2,February,2014-02,2011-06,2014-02,32
CS8484,2012-09-08,54,0,9,September,2012-09,2012-03,2012-09,6
CS7265,2013-04-22,26,0,4,April,2013-04,2011-10,2013-04,18
CS8878,2013-02-15,69,0,2,February,2013-02,2011-07,2013-02,19
CS8158,2014-09-09,42,0,9,September,2014-09,2011-10,2014-09,35
CS8227,2014-02-14,53,0,2,February,2014-02,2012-02,2014-02,24
CS7739,2013-12-06,14,0,12,December,2013-12,2012-01,2013-12,23
CS7214,2014-01-10,30,0,1,January,2014-01,2011-08,2014-01,29
CS8756,2011-07-28,11,0,7,July,2011-07,2011-07,2011-07,0
CS8234,2013-08-18,51,0,8,August,2013-08,2013-04,2013-08,4
CS8657,2012-02-27,63,0,2,February,2012-02,2011-05,2012-02,9
CS8486,2011-07-14,56,0,7,July,2011-07,2011-07,2011-07,0
CS7940,2012-10-14,38,1,10,October,2012-10,2011-05,2012-10,17
CS8813,2012-09-19,19,0,9,September,2012-09,2012-07,2012-09,2
CS7481,2011-06-10,69,0,6,June,2011-06,2011-06,2011-06,0
CS7696,2012-11-16,28,0,11,November,2012-11,2011-11,2012-11,12
CS8413,2011-07-23,39,0,7,July,2011-07,2011-06,2011-07,1
CS8187,2014-11-16,27,0,11,November,2014-11,2011-05,2014-11,42
CS8925,2014-04-08,11,0,4,April,2014-04,2011-08,2014-04,32
CS7823,2013-11-26,56,0,11,November,2013-11,2011-12,2013-11,23
CS8381,2011-07-26,58,0,7,July,2011-07,2011-07,2011-07,0
CS8195,2013-03-10,19,0,3,March,2013-03,2011-12,2013-03,15
CS7189,2014-08-13,48,0,8,August,2014-08,2011-08,2014-08,36
CS8379,2015-01-28,35,0,1,January,2015-01,2011-10,2015-01,39
